,full_name,selling_price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,max_power
11554,bmw x3,21.75,2013,Dealer,73000,First Owner,Diesel,Automatic,16.09,1995,184.0
11555,ford ecosport,7.95,2018,Dealer,74435,First Owner,Diesel,Manual,22.7,1498,89.84
11556,renault kwid,2.4,2016,Individual,35000,First Owner,Petrol,Manual,25.17,799,53.3
11557,hyundai i10,1.5,2010,Individual,70000,First Owner,Petrol,Manual,19.81,1086,68.05
11558,renault duster,4.15,2014,Individual,110000,First Owner,Diesel,Manual,19.01,1461,108.45
11559,hyundai verna,7.89,2018,Individual,16300,First Owner,Petrol,Manual,19.1,1368,98.6
11560,maruti celerio,4.6,2016,Dealer,24262,First Owner,Petrol,Automatic,23.1,998,67.04
11561,hyundai eon,2.95,2013,Dealer,23000,First Owner,Petrol,Manual,21.1,814,55.2
11562,bmw 3,34.5,2017,Dealer,33000,First Owner,Diesel,Automatic,19.59,1995,187.74
11563,maruti swift,5.7,2017,Dealer,27000,First Owner,Petrol,Manual,20.4,1197,81.8
11564,mahindra bolero,5.0,2012,Individual,40000,First Owner,Diesel,Manual,15.96,2523,62.1
11565,tata bolt,3.75,2016,Individual,30000,First Owner,Petrol,Manual,17.57,1193,88.7
11566,skoda rapid,7.2,2017,Dealer,30000,First Owner,Petrol,Manual,15.0,1598,105.0
11567,ford figo,2.65,2014,Dealer,58187,First Owner,Diesel,Manual,20.0,1399,68.05
11568,hyundai eon,2.35,2017,Individual,70000,First Owner,Petrol,Manual,21.1,814,55.2
11569,maruti wagon,3.65,2016,Dealer,29000,First Owner,Petrol,Manual,20.51,998,67.04
11570,hyundai i20,3.9,2013,Individual,65000,First Owner,Diesel,Manual,21.9,1396,88.76
11571,toyota innova,8.25,2010,Dealer,128787,First Owner,Diesel,Manual,12.8,2494,102.0
11572,maruti vitara,7.75,2017,Dealer,72000,First Owner,Diesel,Manual,24.3,1248,88.5
11573,hyundai i20,3.2,2013,Individual,100000,First Owner,Diesel,Manual,21.9,1396,88.76
11574,renault duster,7.5,2018,Individual,90000,First Owner,Diesel,Manual,19.87,1461,83.8
11575,maruti zen,1.1,2007,Dealer,63522,First Owner,Petrol,Manual,18.2,1061,64.0
11576,hyundai i10,2.3,2009,Individual,70000,First Owner,Petrol,Manual,20.36,1197,78.9
11577,volkswagen jetta,2.99,2011,Dealer,39256,First Owner,Diesel,Automatic,15.5,1896,105.0
11578,hyundai i10,1.45,2011,Dealer,74953,First Owner,Petrol,Manual,20.36,1197,78.9
11579,skoda rapid,7.2,2017,Dealer,30000,First Owner,Petrol,Manual,15.41,1598,103.2
11580,hyundai i10,2.25,2011,Dealer,41000,First Owner,Petrol,Manual,19.81,1086,68.05
11581,toyota innova,15.46,2017,Individual,85000,First Owner,Diesel,Manual,13.68,2393,147.8
11582,mahindra scorpio,6.25,2013,Dealer,56000,First Owner,Diesel,Manual,12.05,2179,120.0
11583,maruti alto,1.5,2011,Individual,70000,First Owner,Petrol,Manual,20.92,998,67.1
11584,nissan sunny,2.01,2012,Individual,85000,First Owner,Diesel,Manual,21.64,1461,84.8
11585,volkswagen ameo,5.95,2017,Dealer,135896,First Owner,Diesel,Manual,22.0,1498,108.495
11586,maruti swift,2.25,2009,Dealer,35000,First Owner,Diesel,Manual,17.8,1248,75.0
11587,volkswagen vento,8.0,2016,Individual,50000,First Owner,Diesel,Automatic,22.15,1498,108.6
11588,hyundai i10,3.8,2016,Individual,10000,First Owner,Petrol,Manual,19.81,1086,68.05
11589,maruti alto,3.6,2019,Individual,10000,First Owner,Petrol,Manual,23.95,998,67.1
11590,honda amaze,4.4,2017,Individual,85000,First Owner,Petrol,Manual,17.8,1198,86.7
11591,maruti swift,4.5,2016,Individual,60000,First Owner,Petrol,Manual,20.4,1197,83.11
11592,maruti baleno,5.6,2018,Individual,50000,First Owner,Petrol,Manual,21.4,1197,83.1
11593,ford ecosport,5.9,2015,Dealer,104278,First Owner,Petrol,Manual,18.88,999,123.37
11594,hyundai i20,7.5,2016,Dealer,48000,First Owner,Diesel,Manual,22.54,1396,88.73
11595,maruti celerio,3.85,2016,Dealer,35000,First Owner,Petrol,Manual,23.1,998,67.04
11596,maruti eeco,3.5,2018,Individual,60000,First Owner,CNG,Manual,16.17,1196,61.7
11597,hyundai i10,3.5,2011,Individual,30000,First Owner,Petrol,Manual,20.36,1197,78.9
11598,hyundai eon,3.0,2019,Individual,15000,First Owner,Petrol,Manual,21.1,814,55.2
11599,hyundai grand,4.25,2017,Individual,40000,First Owner,Diesel,Manual,24.0,1120,70.0
11600,maruti swift,4.5,2015,Dealer,61000,First Owner,Diesel,Manual,28.4,1248,74.0
11601,maruti alto,1.04,2008,Individual,50000,First Owner,Petrol,Manual,19.7,796,46.3
11602,hyundai creta,7.7,2016,Individual,121054,First Owner,Diesel,Manual,21.38,1396,88.7
11603,chevrolet beat,2.5,2015,Individual,25000,First Owner,Petrol,Manual,18.6,1199,76.8
11604,mahindra tuv,6.1,2017,Individual,40000,First Owner,Diesel,Manual,18.49,1493,100.0
11605,toyota innova,3.95,2007,Dealer,110000,First Owner,Diesel,Manual,12.8,2494,102.0
11606,hyundai santro,2.0,2014,Individual,40000,First Owner,Petrol,Manual,17.92,1086,62.1
11607,hyundai creta,8.4,2017,Dealer,15000,First Owner,Petrol,Manual,15.29,1591,121.3
11608,ford freestyle,7.25,2018,Individual,20000,First Owner,Petrol,Manual,19.0,1194,94.68
11609,bmw x1,11.5,2010,Dealer,106271,First Owner,Diesel,Automatic,17.05,1995,184.0
11610,maruti wagon,3.6,2016,Individual,11799,First Owner,Petrol,Manual,20.51,998,67.04
11611,tata tiago,5.55,2019,Individual,11000,First Owner,Petrol,Manual,23.84,1199,84.0
11612,chevrolet sail,3.0,2013,Individual,50000,First Owner,Diesel,Manual,22.1,1248,74.0
11613,maruti swift,3.8,2012,Individual,61000,First Owner,Diesel,Manual,23.4,1248,74.0
11614,hyundai i10,1.99,2010,Dealer,35000,First Owner,Petrol,Manual,20.36,1197,78.9
11615,maruti swift,5.5,2018,Individual,26000,First Owner,Petrol,Manual,22.0,1197,81.8
11616,bmw 5,42.0,2017,Dealer,44000,First Owner,Diesel,Automatic,22.48,1995,187.74
11617,hyundai grand,2.4,2014,Individual,80000,First Owner,Diesel,Manual,24.0,1120,70.0
11618,mahindra thar,9.0,2018,Dealer,19000,First Owner,Diesel,Manual,16.55,2498,105.0
11619,ford ikon,1.0,2004,Individual,35000,First Owner,Petrol,Manual,14.2,1597,92.0
11620,volkswagen polo,5.99,2018,Dealer,19000,First Owner,Petrol,Manual,18.78,999,75.0
11621,maruti swift,5.9,2019,Individual,17600,First Owner,Petrol,Manual,21.21,1197,81.8
11622,hyundai grand,5.75,2018,Individual,26800,First Owner,Petrol,Automatic,18.9,1197,81.86
11623,maruti swift,5.0,2014,Dealer,50000,First Owner,Diesel,Manual,22.9,1248,74.0
11624,honda crv,7.5,2012,Dealer,49049,First Owner,Petrol,Automatic,13.1,2354,141.1
11625,honda city,5.5,2014,Dealer,45045,First Owner,Petrol,Automatic,18.0,1497,117.3
11626,hyundai santro,5.45,2019,Dealer,25000,First Owner,Petrol,Automatic,20.3,1086,68.07
11627,hyundai i20,6.4,2020,Individual,20000,First Owner,Petrol,Manual,20.35,1197,81.86
11628,hyundai i20,3.9,2014,Dealer,48000,First Owner,Petrol,Manual,18.5,1197,80.0
11629,mercedesbenz gls,70.0,2017,Dealer,37000,First Owner,Diesel,Automatic,11.0,2987,258.0
11630,tata tiago,3.6,2018,Individual,60000,First Owner,Petrol,Manual,23.84,1199,84.0
11631,renault duster,5.5,2015,Individual,120000,First Owner,Diesel,Manual,20.45,1461,83.8
11632,hyundai i10,1.8,2010,Individual,100000,First Owner,Petrol,Manual,20.36,1197,78.9
11633,hyundai eon,2.55,2016,Individual,70000,First Owner,Petrol,Manual,20.3,998,68.05
11634,honda amaze,4.1,2017,Individual,100000,First Owner,Diesel,Manual,25.8,1498,98.6
11635,ford figo,5.0,2015,Dealer,76416,First Owner,Diesel,Manual,25.83,1498,99.0
11636,ford ecosport,5.25,2014,Dealer,38125,First Owner,Diesel,Manual,22.7,1498,89.84
11637,tata indica,0.46288,2010,Individual,40000,First Owner,Diesel,Manual,17.88,1396,52.8
11638,honda civic,6.0,2012,Individual,80000,First Owner,Petrol,Automatic,13.9,1799,130.3
11639,maruti ritz,4.25,2012,Dealer,67213,First Owner,Diesel,Manual,23.2,1248,73.94
11640,maruti alto,0.9,2007,Individual,120000,First Owner,Petrol,Manual,19.7,796,46.3
11641,maruti swift,6.4,2020,Dealer,10000,First Owner,Petrol,Manual,22.0,1197,81.8
11642,toyota corolla,7.5,2014,Dealer,27000,First Owner,Diesel,Manual,21.43,1364,87.2
11643,mahindra xuv500,17.0,2019,Individual,10000,First Owner,Diesel,Manual,15.1,2179,152.87
11644,audi q3,13.5,2013,Dealer,53000,First Owner,Diesel,Automatic,15.73,1968,174.33
11645,hyundai verna,9.25,2018,Trustmark Dealer,21734,First Owner,Petrol,Manual,17.0,1591,121.3
11646,hyundai i20,5.3,2016,Dealer,35000,First Owner,Petrol,Manual,18.6,1197,81.83
11647,ford ecosport,8.5,2017,Dealer,35000,First Owner,Petrol,Automatic,14.8,1497,121.36
11648,tata harrier,16.5,2019,Dealer,17000,First Owner,Diesel,Manual,17.0,1956,138.1
11649,maruti wagon,2.95,2014,Individual,40000,First Owner,Petrol,Manual,20.51,998,67.04
11650,maruti ritz,3.49,2014,Dealer,46000,First Owner,Diesel,Manual,23.2,1248,73.94
11651,mahindra renault,1.25,2007,Dealer,68000,First Owner,Petrol,Manual,15.7,1390,75.0
11652,mahindra xuv500,10.75,2017,Dealer,34000,First Owner,Diesel,Manual,16.0,2179,140.0
11653,ford ecosport,5.9,2015,Dealer,50000,First Owner,Diesel,Manual,22.7,1498,89.84
11654,ford ecosport,4.15,2014,Dealer,64000,First Owner,Diesel,Manual,22.7,1498,89.84
11655,maruti vitara,8.31,2018,Dealer,69000,First Owner,Diesel,Automatic,24.3,1248,88.5
11656,hyundai venue,10.99,2019,Dealer,12000,First Owner,Diesel,Manual,23.7,1396,88.7
11657,maruti swift,3.95,2012,Dealer,66581,First Owner,Petrol,Automatic,17.4,1197,85.8
11658,skoda superb,4.8,2011,Dealer,65000,First Owner,Diesel,Automatic,18.19,1968,174.5
11659,maruti vitara,6.2,2016,Dealer,65000,First Owner,Diesel,Manual,24.3,1248,88.5
11660,honda city,3.31,2010,Dealer,72000,First Owner,Petrol,Automatic,16.8,1497,118.0
11661,maruti baleno,7.9,2019,Dealer,10000,First Owner,Petrol,Automatic,21.4,1197,83.1
11662,mitsubishi pajero,8.45,2012,Dealer,98000,First Owner,Diesel,Manual,13.5,2477,175.56
11663,maruti swift,3.7,2014,Dealer,64523,First Owner,Diesel,Manual,23.4,1248,74.0
11664,toyota corolla,18.25,2018,Dealer,17000,First Owner,Petrol,Automatic,14.28,1798,138.03
11665,honda wrv,8.75,2019,Dealer,10000,First Owner,Petrol,Manual,17.5,1199,88.7
11666,hyundai i20,2.9,2012,Dealer,60000,First Owner,Petrol,Manual,18.5,1197,80.0
11667,honda civic,2.6,2008,Dealer,73235,First Owner,Petrol,Manual,13.5,1799,130.0
11668,maruti wagon,2.2,2013,Individual,120000,First Owner,Petrol,Manual,20.51,998,67.04
11669,bmw 3,8.0,2012,Individual,41500,First Owner,Petrol,Automatic,12.05,1995,154.0
11670,ford fiesta,4.25,2015,Individual,75000,First Owner,Diesel,Manual,25.01,1498,89.75
11671,audi a3,28.75,2020,Dealer,16000,First Owner,Diesel,Automatic,20.38,1968,143.0
11672,maruti swift,3.4,2012,Dealer,62000,First Owner,Petrol,Manual,18.6,1197,85.8
11673,audi q5,12.5,2012,Dealer,80000,First Owner,Diesel,Automatic,12.8,1968,167.6
11674,maruti baleno,5.7,2017,Individual,44000,First Owner,Petrol,Manual,21.4,1197,83.1
11675,ford ecosport,5.6,2014,Dealer,46412,First Owner,Diesel,Manual,21.7,1498,98.96
11676,tata nexon,8.5,2019,Individual,15000,First Owner,Petrol,Automatic,17.0,1198,108.5
11677,toyota innova,6.85,2013,Dealer,95000,First Owner,Diesel,Manual,12.8,2494,102.0
11678,toyota fortuner,12.49,2013,Dealer,82000,First Owner,Diesel,Automatic,12.55,2982,168.5
11679,nissan sunny,3.95,2015,Dealer,20000,First Owner,Petrol,Manual,16.95,1498,97.6
11680,maruti swift,4.9,2015,Dealer,75251,First Owner,Diesel,Manual,23.4,1248,74.0
11681,maruti eeco,3.8,2018,Individual,35000,First Owner,CNG,Manual,16.17,1196,61.7
11682,mahindra thar,4.36,2012,Dealer,18053,First Owner,Diesel,Manual,16.55,2498,105.0
11683,hyundai i20,4.22,2015,Individual,60000,First Owner,Diesel,Manual,22.54,1396,88.73
11684,maruti wagon,4.85,2018,Trustmark Dealer,3944,First Owner,Petrol,Automatic,20.51,998,67.0
11685,ford fiesta,2.7,2013,Dealer,25000,First Owner,Diesel,Manual,17.8,1399,68.0
11686,mahindra xuv500,9.5,2015,Dealer,68000,First Owner,Diesel,Manual,16.0,2179,140.0
11687,mercedesbenz cclass,12.5,2013,Dealer,29000,First Owner,Petrol,Automatic,14.74,1991,181.03
11688,honda city,5.9,2016,Dealer,61225,First Owner,Diesel,Manual,26.0,1498,98.6
11689,mercedesbenz gls,69.5,2018,Dealer,28000,First Owner,Petrol,Automatic,8.9,2996,333.0
11690,hyundai grand,3.45,2014,Dealer,54000,First Owner,Diesel,Manual,24.0,1186,73.97
11691,bmw 3,11.55,2013,Dealer,83000,First Owner,Diesel,Automatic,18.88,1995,184.0
11692,maruti swift,5.0,2015,Dealer,40000,First Owner,Petrol,Manual,20.85,1197,83.14
11693,maruti wagon,3.1,2014,Dealer,42290,First Owner,Petrol,Manual,20.51,998,67.04
11694,honda amaze,5.25,2017,Dealer,45000,First Owner,Petrol,Automatic,15.5,1198,86.7
11695,maruti swift,4.01,2014,Dealer,56000,First Owner,Petrol,Manual,16.1,1197,85.0
11696,honda city,5.99,2016,Dealer,48000,First Owner,Diesel,Manual,26.0,1498,98.6
11697,hyundai i20,4.8,2015,Trustmark Dealer,42101,First Owner,Petrol,Manual,18.6,1197,81.83
11698,skoda rapid,6.75,2016,Dealer,675000,First Owner,Diesel,Automatic,21.66,1498,103.52
11699,toyota innova,14.27,2017,Dealer,53400,First Owner,Petrol,Manual,11.25,2694,163.7
11700,hyundai grand,3.75,2014,Dealer,55000,First Owner,Diesel,Manual,24.0,1186,73.97
11701,hyundai verna,10.75,2018,Dealer,40000,First Owner,Petrol,Automatic,17.0,1591,121.3
11702,maruti a,2.4,2011,Dealer,63000,First Owner,Petrol,Automatic,16.98,998,66.1
11703,toyota etios,3.35,2012,Dealer,49000,First Owner,Petrol,Manual,16.78,1496,88.73
11704,toyota glanza,8.35,2019,Dealer,10000,First Owner,Petrol,Manual,21.01,1197,81.8
11705,honda city,8.9,2017,Dealer,48000,First Owner,Petrol,Manual,17.8,1497,117.3
11706,toyota corolla,3.25,2011,Dealer,49000,First Owner,Diesel,Manual,21.43,1364,87.2
11707,bmw x1,20.0,2018,Dealer,80000,First Owner,Diesel,Automatic,20.68,1995,190.0
11708,kia carnival,30.0,2020,Dealer,3000,First Owner,Diesel,Automatic,14.11,2199,197.2
11709,hyundai i20,4.9,2015,Dealer,68237,First Owner,Petrol,Manual,18.6,1197,81.83
11710,maruti alto,3.78,2018,Dealer,57199,First Owner,Petrol,Manual,23.95,998,67.05
11711,maruti baleno,6.9,2017,Dealer,33000,First Owner,Petrol,Automatic,19.56,1197,81.8
11712,maruti swift,4.8,2019,Individual,6500,First Owner,Petrol,Manual,21.21,1197,81.8
11713,bmw 3,25.0,2017,Dealer,26000,First Owner,Diesel,Automatic,19.62,1995,187.74
11714,hyundai i20,5.8,2017,Individual,100000,First Owner,Petrol,Manual,18.6,1197,81.83
11715,maruti baleno,5.5,2016,Dealer,58354,First Owner,Diesel,Manual,27.39,1248,74.0
11716,audi a4,13.5,2013,Dealer,43000,First Owner,Diesel,Automatic,16.55,1968,147.51
11717,maruti vitara,7.5,2017,Dealer,68200,First Owner,Diesel,Manual,24.3,1248,88.5
11718,hyundai grand,3.25,2014,Dealer,56000,First Owner,Diesel,Manual,24.0,1120,70.0
11719,honda amaze,3.95,2015,Dealer,36000,First Owner,Petrol,Manual,18.0,1198,86.7
11720,toyota fortuner,11.75,2012,Dealer,100000,First Owner,Diesel,Automatic,12.55,2982,168.5
11721,porsche cayenne,20.0,2009,Individual,126000,First Owner,Petrol,Automatic,8.5,4806,500.0
11722,bmw 3,36.0,2018,Dealer,28000,First Owner,Diesel,Automatic,21.76,1995,188.0
11723,toyota innova,9.25,2014,Dealer,52000,First Owner,Diesel,Manual,12.99,2494,100.0
11724,maruti wagon,4.7,2019,Dealer,19022,First Owner,CNG,Manual,24.72,998,67.04
11725,maruti wagon,0.9,2007,Individual,90000,First Owner,LPG,Manual,12.75,1061,57.5
11726,maruti wagon,1.5,2009,Dealer,60000,First Owner,Petrol,Manual,21.79,998,67.05
11727,honda civic,2.35,2009,Dealer,62000,First Owner,Petrol,Manual,13.5,1799,130.0
11728,maruti eeco,2.91,2016,Dealer,51000,First Owner,CNG,Manual,11.13,1196,73.0
11729,maruti wagon,3.8,2015,Dealer,48000,First Owner,Petrol,Automatic,20.51,998,67.0
11730,toyota innova,6.45,2013,Dealer,81000,First Owner,Diesel,Manual,12.99,2494,100.6
11731,mercedesbenz cclass,40.0,2020,Dealer,10000,First Owner,Diesel,Automatic,12.6,1950,194.0
11732,renault duster,5.0,2015,Dealer,60000,First Owner,Diesel,Manual,19.87,1461,84.0
11733,toyota prius,12.5,2012,Dealer,80000,First Owner,Petrol,Automatic,23.91,1798,97.8
11734,maruti ciaz,5.37,2015,Dealer,62000,First Owner,Diesel,Manual,28.09,1248,88.5
11735,maruti sx4,5.5,2016,Individual,100000,First Owner,Diesel,Manual,23.65,1248,88.5
11736,ford ecosport,4.38,2014,Dealer,104643,First Owner,Diesel,Manual,22.7,1498,89.84
11737,tata tigor,4.95,2018,Individual,30000,First Owner,Petrol,Manual,20.3,1199,84.0
11738,maruti wagon,5.4,2019,Trustmark Dealer,8873,First Owner,Petrol,Automatic,21.5,1197,81.8
11739,mahindra xuv500,12.9,2018,Dealer,17000,First Owner,Diesel,Automatic,16.0,1997,140.0
11740,hyundai i20,3.49,2013,Dealer,48000,First Owner,Diesel,Manual,21.9,1396,88.8
11741,mahindra bolero,6.85,2017,Dealer,32000,First Owner,Diesel,Manual,15.96,2523,62.1
11742,skoda superb,5.85,2012,Dealer,62000,First Owner,Petrol,Automatic,13.7,1798,157.75
11743,renault duster,3.9,2013,Dealer,65000,First Owner,Diesel,Manual,19.01,1461,108.45
11744,maruti ertiga,4.49,2013,Dealer,57001,First Owner,Diesel,Manual,20.77,1248,88.76
11745,toyota innova,3.0,2015,Dealer,25000,First Owner,Diesel,Manual,12.99,2494,100.57
11746,honda city,6.5,2015,Dealer,41000,First Owner,Petrol,Manual,17.0,1497,118.0
11747,volkswagen polo,4.0,2014,Dealer,28492,First Owner,Petrol,Manual,16.47,1198,74.0
11748,honda city,8.15,2016,Dealer,78000,First Owner,Petrol,Automatic,18.0,1497,117.3
11749,hyundai creta,11.55,2017,Individual,34500,First Owner,Diesel,Automatic,17.6,1582,126.2
11750,honda wrv,7.5,2017,Dealer,34000,First Owner,Petrol,Manual,17.5,1199,88.7
11751,hyundai i20,6.25,2017,Individual,80000,First Owner,Diesel,Manual,22.54,1396,88.73
11752,hyundai i10,1.45,2008,Dealer,75000,First Owner,Petrol,Manual,19.81,1086,68.05
11753,maruti swift,3.34,2014,Dealer,112795,First Owner,Diesel,Manual,25.2,1248,74.0
11754,fiat avventura,6.15,2019,Dealer,12002,First Owner,Diesel,Manual,20.5,1248,91.72
11755,maruti swift,4.4,2016,Dealer,47000,First Owner,Petrol,Manual,20.4,1197,81.8
11756,bmw 3,18.9,2015,Dealer,45000,First Owner,Diesel,Automatic,22.69,1995,190.0
11757,hyundai i20,2.95,2013,Dealer,58000,First Owner,Diesel,Manual,21.9,1396,90.0
11758,maruti wagon,3.2,2013,Dealer,58000,First Owner,Petrol,Manual,20.51,998,67.04
11759,skoda octavia,7.8,2013,Dealer,76000,First Owner,Petrol,Automatic,14.7,1798,177.5
11760,maruti vitara,7.1,2017,Dealer,52000,First Owner,Diesel,Manual,24.3,1248,88.5
11761,hyundai verna,4.95,2014,Dealer,71000,First Owner,Diesel,Manual,22.32,1582,126.32
11762,ford ecosport,9.9,2019,Dealer,18000,First Owner,Petrol,Manual,15.9,1496,120.69
11763,fiat avventura,4.5,2015,Individual,70000,First Owner,Diesel,Manual,20.5,1248,91.72
11764,hyundai creta,8.9,2016,Dealer,36000,First Owner,Petrol,Manual,13.0,1591,121.3
11765,maruti ciaz,5.95,2016,Dealer,72000,First Owner,Diesel,Manual,28.09,1248,88.5
11766,honda amaze,3.88,2015,Dealer,66000,First Owner,Diesel,Manual,25.8,1498,98.6
11767,hyundai i10,1.6,2009,Dealer,92000,First Owner,Petrol,Manual,20.36,1197,78.9
11768,mahindra tuv,6.5,2016,Dealer,46000,First Owner,Diesel,Manual,18.49,1493,100.0
11769,tata aria,4.25,2013,Dealer,70000,First Owner,Diesel,Manual,15.05,2179,147.9
11770,bmw 3,11.7,2013,Dealer,83000,First Owner,Diesel,Automatic,18.88,1995,184.0
11771,hyundai i20,6.5,2017,Trustmark Dealer,28810,First Owner,Petrol,Manual,18.6,1197,81.83
11772,hyundai creta,9.0,2016,Dealer,33000,First Owner,Petrol,Manual,15.8,1591,121.3
11773,hyundai grand,4.95,2017,Dealer,42000,First Owner,Petrol,Automatic,18.9,1197,81.86
11774,honda city,2.8,2010,Individual,80000,First Owner,Petrol,Manual,17.0,1497,118.0
11775,maruti swift,3.0,2012,Individual,80000,First Owner,Diesel,Manual,19.3,1248,73.9
11776,maruti swift,2.2,2009,Dealer,58000,First Owner,Petrol,Manual,17.5,1298,85.8
11777,audi q7,68.0,2020,Dealer,4000,First Owner,Diesel,Automatic,14.75,2967,245.0
11778,maruti swift,3.85,2014,Dealer,29052,First Owner,Petrol,Manual,22.0,1197,81.8
11779,maruti baleno,6.15,2017,Dealer,38000,First Owner,Petrol,Manual,21.4,1197,83.1
11780,volkswagen polo,3.9,2016,Dealer,62000,First Owner,Diesel,Manual,20.14,1498,88.0
11781,hyundai grand,4.95,2017,Dealer,25000,First Owner,Petrol,Manual,18.9,1197,81.86
11782,maruti ciaz,9.25,2019,Dealer,9000,First Owner,Diesel,Manual,26.32,1498,93.87
11783,hyundai verna,6.5,2015,Individual,80000,First Owner,Diesel,Automatic,19.08,1582,126.2
11784,ford ecosport,5.25,2015,Dealer,58000,First Owner,Diesel,Manual,22.7,1498,89.84
11785,honda jazz,5.0,2016,Individual,26000,First Owner,Petrol,Manual,18.7,1199,88.7
11786,honda city,4.2,2012,Dealer,47000,First Owner,Petrol,Manual,17.0,1497,118.0
11787,maruti wagon,2.1,2011,Dealer,41000,First Owner,Petrol,Manual,20.51,998,67.04
11788,toyota corolla,12.5,2016,Dealer,71000,First Owner,Petrol,Automatic,14.53,1794,138.1
11789,maruti wagon,3.0,2014,Dealer,58000,First Owner,Petrol,Manual,20.51,998,67.04
11790,maruti swift,4.1,2011,Individual,30000,First Owner,Petrol,Manual,16.1,1197,85.0
11791,maruti swift,2.9,2012,Individual,87800,First Owner,Diesel,Manual,19.3,1248,73.9
11792,mahindra scorpio,11.75,2019,Dealer,41000,First Owner,Diesel,Manual,16.36,2179,120.0
11793,honda city,6.25,2014,Dealer,53000,First Owner,Petrol,Manual,17.8,1497,117.3
11794,mahindra scorpio,5.0,2013,Dealer,66000,First Owner,Diesel,Manual,12.05,2179,120.0
11795,ford ecosport,11.0,2019,Individual,40000,First Owner,Diesel,Manual,23.0,1498,98.96
